timestamp,acc_bias_x,acc_bias_y,acc_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z
1621218800.000000000,0.050895580,0.050782746,0.005384697,-0.002652513,-0.000070159,-0.002408315
1621218801.000000000,0.081007222,0.046905188,0.005566799,-0.002575125,-0.000109874,0.001202294
1621218802.000000000,0.133436262,0.035790828,0.005259251,-0.002251186,-0.000326426,0.001496735
1621218803.000000000,0.169871739,0.026350278,0.004728451,-0.001800689,-0.000007526,-0.001098584
1621218804.000000000,0.192163779,0.031969726,0.005997012,-0.001562039,0.000009288,-0.001116696
1621218805.000000000,0.223773345,0.032062981,0.006582971,-0.001616884,0.000045412,-0.001149255
1621218806.000000000,0.263000926,0.037311185,0.008914607,-0.001873797,-0.000099648,-0.000663843
1621218807.000000000,0.291063582,0.042478647,0.010850299,-0.002199809,-0.000256969,-0.003153496
1621218808.000000000,0.299074194,0.053082346,0.011812544,-0.002491486,-0.000245147,-0.004606600
1621218809.000000000,0.300442777,0.105221654,0.011983500,-0.002515119,-0.000142018,-0.007082015
1621218810.000000000,0.300485295,0.106427225,0.011689032,-0.002091190,-0.000041873,-0.018395385
1621218811.000000000,0.301866209,0.104112449,0.011390628,-0.001041779,0.000108035,-0.053600410
1621218812.000000000,0.304385087,0.098916722,0.010465831,-0.001001874,0.000156416,-0.045743124
1621218813.000000000,0.297826729,0.093686492,0.009127042,-0.001251776,0.000143969,-0.032480808
1621218814.000000000,0.290092250,0.086910058,0.007880823,-0.001586544,0.000050402,-0.020028269
1621218815.000000000,0.282971555,0.078672449,0.007524618,-0.001921946,-0.000087412,-0.011085520
1621218816.000000000,0.277150855,0.071982455,0.007335099,-0.002189076,-0.000197526,-0.004066336
1621218817.000000000,0.273928524,0.066620738,0.007316417,-0.002359126,-0.000263147,0.001079175
1621218818.000000000,0.274113574,0.065100016,0.007299848,-0.002063712,-0.000356010,-0.014068703
1621218819.000000000,0.276793969,0.062960985,0.007347629,-0.001831919,-0.000416554,-0.023681420
1621218820.000000000,0.279261275,0.056374304,0.007447488,-0.001831118,-0.000475797,-0.021201436
1621218821.000000000,0.280637892,0.060995414,0.007364841,-0.001445552,-0.000532986,-0.036329234
1621218822.000000000,0.286359240,0.067551879,0.007437027,-0.001098058,-0.000489309,-0.047091318
1621218823.000000000,0.297038306,0.073589820,0.007674483,-0.000743710,-0.000358659,-0.053236476
1621218824.000000000,0.317865912,0.077151729,0.008282012,-0.000411178,-0.000225828,-0.054052394
1621218825.000000000,0.324004887,0.070507355,0.008591158,-0.000432656,-0.000211533,-0.044077067
1621218826.000000000,0.326917556,0.062085344,0.008874778,-0.000461766,-0.000268818,-0.036349969
1621218827.000000000,0.323190348,0.061594723,0.008888828,-0.000797303,-0.000278295,-0.021318002
1621218828.000000000,0.319722021,0.064130539,0.008845060,-0.001303394,-0.000230953,-0.003012222
1621218829.000000000,0.323935798,0.059439572,0.008931758,-0.001757613,-0.000082705,0.010944117
1621218830.000000000,0.329672729,0.054060308,0.008946395,-0.002053255,0.000077115,0.017238776
1621218831.000000000,0.335934783,0.053497979,0.008814656,-0.002382441,0.000194985,0.024565571
1621218832.000000000,0.348910843,0.060463682,0.002577973,-0.002723401,0.000252840,0.029699523
1621218833.000000000,0.361658777,0.065192163,-0.003056279,-0.003161095,0.000330363,0.037908086
1621218834.000000000,0.370720352,0.063213224,-0.004951483,-0.003683674,0.000477269,0.050069675
1621218835.000000000,0.370646605,0.063111460,-0.002692122,-0.003709850,0.000533784,0.048522774
1621218836.000000000,0.374859035,0.095527794,0.003344583,-0.003881057,0.000304435,0.054672072
1621218837.000000000,0.376750696,0.145233033,0.011250398,-0.004227792,-0.000099411,0.070630211
1621218838.000000000,0.377164703,0.210857838,0.018550570,-0.003575539,-0.000572042,0.053308517
1621218839.000000000,0.379055830,0.130578059,0.022920832,-0.002876962,-0.000484589,0.030822065
1621218840.000000000,0.384210105,0.008317798,0.026114814,-0.002518462,-0.000031434,0.017112946
1621218841.000000000,0.388721368,-0.067050401,0.023356985,-0.002186610,-0.000135610,-0.000275033
1621218842.000000000,0.367917567,0.009878509,0.015590645,-0.002277269,-0.000214612,-0.007345049
1621218843.000000000,0.314366818,0.039991294,0.011326553,-0.002630479,-0.000112122,-0.003941970
1621218844.000000000,0.279217893,0.004213124,0.010415537,-0.002719101,-0.000099074,-0.002939946
1621218845.000000000,0.250726990,-0.016525615,0.009844684,-0.002651037,-0.000147712,-0.000825892
1621218846.000000000,0.184976119,-0.001213986,0.009051437,-0.002275922,-0.000223589,-0.002498918
1621218847.000000000,0.147750293,-0.017464620,0.008324808,-0.002004117,-0.000171464,-0.002807806
1621218848.000000000,0.096021831,-0.043732287,0.007864325,-0.001807293,0.000350769,-0.003626813
1621218849.000000000,0.039573612,-0.044328570,0.008505162,-0.001576832,0.000504997,-0.003862325
1621218850.000000000,-0.007967966,-0.018875906,0.008241287,-0.001466657,0.000034328,-0.004613773
1621218851.000000000,-0.013511075,-0.008310249,0.007605120,-0.001377889,-0.000158608,-0.003503002
1621218852.000000000,-0.011636953,0.002596173,0.006169992,-0.001504312,-0.000315261,-0.002189777
1621218853.000000000,-0.005665734,-0.002744467,0.005918802,-0.001488528,-0.000131393,-0.000418734
1621218854.000000000,-0.020357222,0.005118592,0.007229743,-0.001160097,-0.000489744,-0.002630486
1621218855.000000000,-0.007307969,0.002366352,0.006423209,-0.001599049,-0.000754339,-0.004545200
1621218856.000000000,0.003662219,-0.010253123,0.006510765,-0.002144286,-0.000660427,-0.002281939
1621218857.000000000,0.001218663,0.005945080,0.005410411,-0.002156617,-0.000390530,0.002956740
1621218858.000000000,0.008830670,-0.012153939,0.006849746,-0.002209454,-0.000712935,-0.002945677
1621218859.000000000,-0.002507147,-0.081117568,0.011943271,-0.002285526,-0.001043845,-0.005568770
1621218860.000000000,-0.002716879,-0.098306069,0.013152123,-0.002293509,-0.000357719,0.000022276
1621218861.000000000,-0.008283599,-0.069925332,0.011282295,-0.002223829,0.000377538,0.004783158
1621218862.000000000,-0.041169949,-0.054212669,0.011008967,-0.002148022,0.000494092,0.004921002
1621218863.000000000,-0.064811359,0.004632031,0.010812874,-0.002145795,0.000340651,0.000265680
1621218864.000000000,-0.063066035,0.052720376,0.011559599,-0.001918535,0.000195249,-0.001957746
1621218865.000000000,-0.063058941,0.096763692,0.012517023,-0.001671626,0.000277398,-0.002963372
1621218866.000000000,-0.076606440,0.054598346,0.011458394,-0.001548110,0.000467029,-0.001603119
1621218867.000000000,-0.106496652,0.005457798,0.011551110,-0.001504779,0.000567046,-0.001478234
1621218868.000000000,-0.131661457,-0.018362538,0.012903462,-0.001546873,0.000434224,-0.003115026
1621218869.000000000,-0.164150966,0.002704054,0.014922156,-0.001479790,0.000325838,-0.000742361
1621218870.000000000,-0.188286029,0.019418131,0.015594188,-0.001884910,-0.000006014,-0.005676620
1621218871.000000000,-0.174163604,0.048836073,0.013670026,-0.001665694,0.000082946,-0.001609712
1621218872.000000000,-0.133504536,0.061115091,0.011153691,-0.002008627,-0.000232314,-0.014064507
1621218873.000000000,-0.087448827,0.089149890,0.009374542,-0.002288034,-0.000230915,-0.009228813
1621218874.000000000,-0.023576113,0.156492532,0.008458642,-0.002225954,-0.000026017,-0.005138154
1621218875.000000000,0.017911387,0.172001086,0.009046179,-0.002251844,-0.000057543,-0.005760836
1621218876.000000000,0.054317160,0.118096849,0.009722919,-0.002162887,0.000051138,-0.003863534
1621218877.000000000,0.082565365,0.085377729,0.010174301,-0.002199636,-0.000275074,0.006832797
1621218878.000000000,0.109528327,0.050383707,0.011013150,-0.002311707,-0.000048785,0.013385078
1621218879.000000000,0.093485390,0.038949931,0.010869292,-0.001665048,0.000105765,0.004762787
1621218880.000000000,0.104666880,0.057194434,0.011929680,-0.001825057,0.000250650,0.001491210
1621218881.000000000,0.070027707,-0.001238729,0.009683633,-0.001969287,0.000242353,-0.001223735
1621218882.000000000,0.017263763,-0.040835216,0.008140351,-0.002177728,-0.000067723,-0.011397973
1621218883.000000000,-0.014412837,-0.071471286,0.008013766,-0.002504249,-0.000401788,-0.025656688
1621218884.000000000,-0.021547465,-0.035600939,0.007351851,-0.002348380,-0.000293596,-0.021613028
1621218885.000000000,-0.014225905,-0.009034465,0.006805111,-0.002994684,-0.000335370,-0.031523412
1621218886.000000000,-0.019304743,-0.027324112,0.007400007,-0.002748029,-0.000316218,-0.031113263
1621218887.000000000,-0.022586097,-0.027132586,0.007723701,-0.002049472,0.000161865,-0.011128819
1621218888.000000000,-0.012900439,-0.007821397,0.007091072,-0.002673615,-0.000063709,-0.018025632
1621218889.000000000,-0.020485908,0.029044637,0.007083862,-0.002231515,-0.000065402,-0.009668787
1621218890.000000000,-0.056827993,0.038058456,0.007912913,-0.001619385,-0.000106909,0.002416808
1621218891.000000000,-0.063257747,0.038133645,0.007976116,-0.000841840,0.000255654,0.029069574
1621218892.000000000,-0.037844171,0.010502850,0.007738497,-0.001418985,0.000805073,0.044583057
1621218893.000000000,-0.043587254,-0.017997588,0.008388327,-0.001302635,0.001102160,0.050096484
1621218894.000000000,-0.038310456,-0.033310524,0.008709898,-0.001512301,0.000524407,0.028142703
1621218895.000000000,-0.028488546,-0.041154405,0.008596884,-0.001308017,-0.000120557,-0.004911099
1621218896.000000000,-0.069433674,-0.012201208,0.006447401,-0.001292714,-0.000409451,-0.021211109
1621218897.000000000,-0.092578848,0.047273713,0.004460531,-0.001715546,-0.000106940,-0.013720162
1621218898.000000000,-0.088785518,0.083914434,0.003750671,-0.001608162,0.000233478,-0.006762493
1621218899.000000000,-0.072602432,0.050876206,0.003457073,-0.001540359,0.000301561,0.001629830
1621218900.000000000,-0.023643905,-0.021812855,0.002571685,-0.001595732,0.000114797,-0.001652037
1621218901.000000000,0.042391313,-0.058821248,0.001238054,-0.001880461,0.000340001,0.003429097
1621218902.000000000,0.054140012,-0.035709129,0.001589862,-0.002037610,0.000221386,0.005970703
1621218903.000000000,0.010093399,-0.048801592,0.003685881,-0.001824584,0.000376500,0.009587548
1621218904.000000000,0.006312619,0.010533835,0.006940805,-0.002477393,0.000214182,-0.002721277
1621218905.000000000,0.032761939,-0.032255726,0.003279107,-0.003048208,0.001199550,-0.006745806
1621218906.000000000,0.019476209,0.001489107,0.005514441,-0.001563661,0.000939676,0.003260246
1621218907.000000000,-0.014117288,0.072354512,0.012512067,-0.001613921,-0.000236397,0.002086551
1621218908.000000000,-0.038674615,0.110310571,0.017065848,-0.001764378,-0.001106295,0.004272921
1621218909.000000000,-0.007838410,0.105129687,0.016196922,-0.001754834,-0.000442536,0.000748507
1621218910.000000000,0.045113049,0.041652157,0.008706340,-0.001909405,-0.000180567,-0.000867899
1621218911.000000000,0.061552959,-0.027062461,0.000523489,-0.001828488,0.000184816,-0.005433032
1621218912.000000000,0.052137923,-0.122554011,-0.009993334,-0.001762827,0.000297077,-0.006060455
1621218913.000000000,0.047749240,-0.340230784,-0.023382757,-0.001742400,0.000240702,-0.005292970
1621218914.000000000,0.044957346,-0.413088181,-0.017809586,-0.001592658,0.000391231,-0.003848451
1621218915.000000000,0.047146634,-0.259081641,-0.009395470,-0.001587294,0.000278996,-0.002113433
1621218916.000000000,0.047184568,-0.192273699,0.004277133,-0.001813988,0.000396944,0.005677783
1621218917.000000000,0.046376314,-0.191711726,0.021041190,-0.001908318,0.000379440,0.005463617
1621218918.000000000,0.045688474,-0.191235986,0.035969540,-0.002071221,0.000336903,0.005136017
1621218919.000000000,0.042070537,-0.196387993,0.045101370,-0.002094773,0.000206950,0.002034161
1621218920.000000000,0.042042658,-0.196392782,0.044843689,-0.002141572,0.000191468,0.001888724
1621218921.000000000,0.042486460,-0.196870711,0.034354257,-0.002099286,0.000197038,0.001754696
1621218922.000000000,0.048854427,-0.199782598,0.018372736,-0.001944079,0.000148281,0.000137217
1621218923.000000000,0.052539240,-0.199340778,0.013075389,-0.002314997,0.000610718,0.012812276
1621218924.000000000,0.052824635,-0.210941260,0.013346058,-0.002385451,0.000995418,0.015845640
1621218925.000000000,0.055300622,-0.220174726,0.013704951,-0.002529415,0.001378384,0.018716880
1621218926.000000000,0.055718566,-0.216243268,0.013610208,-0.002152687,0.001101921,0.006389248
1621218927.000000000,0.054712940,-0.213982896,0.013609646,-0.000759993,-0.000274592,-0.033511619
1621218928.000000000,0.052857968,-0.229193165,0.014184154,-0.000659182,-0.000667134,-0.037549147
1621218929.000000000,0.045550013,-0.244356719,0.014593894,-0.000916743,-0.000866032,-0.032570580
1621218930.000000000,0.038866759,-0.248627088,0.014539544,-0.001349618,-0.000778287,-0.022989798
1621218931.000000000,0.038177880,-0.242476927,0.014257213,-0.002092929,-0.000092428,-0.003100448
1621218932.000000000,0.038364794,-0.240547884,0.014103676,-0.003411546,0.001386149,0.035173925
1621218933.000000000,0.031526383,-0.246297509,0.013851725,-0.003595964,0.001817360,0.043185155
1621218934.000000000,0.018389460,-0.243823062,0.013023002,-0.003497770,0.001982945,0.045788555
1621218935.000000000,0.008953533,-0.240552197,0.012371977,-0.003172862,0.001814740,0.040639775
1621218936.000000000,0.011855036,-0.244118231,0.012513101,-0.002978749,0.001646587,0.035417930
1621218937.000000000,0.018845640,-0.245907212,0.012870105,-0.002822932,0.001425293,0.028486788
1621218938.000000000,0.023412861,-0.240831320,0.013002614,-0.002169224,0.000550370,0.004835042
1621218939.000000000,0.024096841,-0.235689230,0.012971621,-0.001201358,-0.000722237,-0.028705330
1621218940.000000000,0.025154407,-0.234385579,0.013122241,-0.000229825,-0.001930158,-0.060202608
1621218941.000000000,0.032053716,-0.231710388,0.013297508,-0.000036620,-0.002077403,-0.063487326
1621218942.000000000,0.057944237,-0.224079552,0.013821469,0.000252394,-0.002024495,-0.063191435
1621218943.000000000,0.077181115,-0.216294514,0.014158025,0.000371800,-0.001774509,-0.058774005
1621218944.000000000,0.083430048,-0.195921999,0.013585404,0.000379580,-0.001442366,-0.055124972
1621218945.000000000,0.076468873,-0.183996214,0.012789175,0.000063474,-0.001013228,-0.047952074
1621218946.000000000,0.070993587,-0.173364930,0.012212674,-0.000455262,-0.000470353,-0.036878193
1621218947.000000000,0.069168816,-0.164257811,0.011826658,-0.000996151,0.000080478,-0.024866943
1621218948.000000000,0.074105445,-0.160481780,0.011831809,-0.001431726,0.000551252,-0.013277282
1621218949.000000000,0.080657353,-0.164990610,0.012166330,-0.001122869,0.000406939,-0.018504537
1621218950.000000000,0.086741763,-0.176446530,0.012626506,-0.000817389,0.000132768,-0.021840312
1621218951.000000000,0.090882582,-0.201361708,0.013406672,-0.000769738,-0.000111386,-0.019368602
1621218952.000000000,0.088215624,-0.232138151,0.014214935,-0.000789431,-0.000411119,-0.017721678
1621218953.000000000,0.084563336,-0.243084970,0.014289435,-0.001005536,-0.000502924,-0.013069893
1621218954.000000000,0.078810816,-0.243744208,0.013910183,-0.001966450,0.000246354,0.010154185
1621218955.000000000,0.080834004,-0.249142505,0.013487740,-0.003146343,0.001420224,0.039431499
